,text
3058,"['RT', 'sandiegosam', 'billion', 'tents', 'sale', 'potentially', 'China', 'pfe', 'pitch', 'tent', 'MalibuInvest']"
3059,"['sell', 'begun', 'SPY', 'SPX', 'Stocks', 'StockMarket']"
3060,"['AAPL', 'red', 'comes', 'fun']"
3061,"['RT', 'RedDogT3', 'schools', 'staying', 'closed', 'rest', 'year', 'business', 'open', 'May', 'June', 'stays', 'home', 'th…']"
3062,"['SPX', '1', 'Hour', 'target', 'still', '2902', 'area', 'interesting', 'reached', 'minimum', 'three', 'waves', 'pullback', 'happen', 'ellitotwave', 'trading', 'SPY', 'ESF']"
3063,"['Sold', 'positions', 'raise', 'capital', 'bear', 'market', 'highs', 'qcom', 'gdx', 'bac', 'xlf', 'spy', 'vz', 'grub']"
3064,"['Took', 'late', 'short', 'cashing', '20pts', 'everyone', 'like', '2805', '50pts', 'Saw', 'first', 'orderflow', '😁', 'esf', 'spx', 'spy', 'httpstcoK2Jh8tkpka']"
3065,"['LIZJNYshow', 'Energy', 'stocks', 'measured', 'XLE', 'nearly', 'TEN', 'percent', 'highs', 'three', 'show', 'XOM', '4213', 'LIZJNY']"
3066,"['marital', 'assets', 'large', 'caps', 'Thursday', 'trading', 'AAPL', 'AMZN', 'TSLA', 'MSFT', 'BA', 'AMD', 'JPM', 'FB', 'NVDA', 'DIS', 'BABA', 'BAC', 'NFLX', 'XOM', 'DAL', 'GOOGL', 'GOOG', 'C', 'SQ', 'WFC', 'V', 'CCL', 'RCL', 'OXY', 'COST', 'ZM', 'INTC', 'UAL', 'BRK', 'AAL', 'SBUX', 'MU', 'JNJ', 'CVX', 'BKNG', 'HD', 'WMT', 'SHOP', 'httpstcodiKMbiJvjQ']"
3067,"['RT', 'Lakshmi888', 'SPX', 'SPX', 'ESF', 'Dow', 'NQ', 'NQ', 'NDX', 'RUT', 'DAX', 'FTSE', 'ESF', 'QQQ', 'Dow', 'Kp', 'eye', 'retracement', 'possibly', '2740ish', 'SPX…']"
3068,"['taking', 'profits', 'SPHD', 'UCBI', 'VTR', 'love', 'stocks', 'long', 'term', 'holds', 'silly', 'take', 'table', 'great', 'run', 'week', 'absolutely', 'rebuy', 'dipsstill', 'holding', 'cores', 'C', 'SPHD', 'ING', 'DX', 'HYT', 'httpstco4vdo4lBmiU']"
3069,"['RT', 'PeterLBrandt', 'SPX', 'Load', 'released', 'httpstco3X1fasBjBD']"
3070,"['spx', 'daily', 'candle', 'looking', 'pretty', 'bullish', 'tbh']"
3071,"['RT', 'XiphosTrading', '23Trill', 'thrill', 'used', 'SPX', 'httpstcoCoxvoLsQPu']"
3072,"['RT', 'BKScripto', 'GDX', 'SPX', 'ratio', 'heading', '2016', 'highs', '2020', 'httpstco0PAcOzkVKS']"
3073,"['RT', 'warrior16win', 'CTYX', 'going', 'green', '🚀💹', 'HDii', 'going', 'green', '🚀💹', 'ADGS', 'super', 'green', '💎🚀💹', 'SPX', 'LK', 'SPY', 'SBES', 'SPOM', 'FONU', 'KWBT', 'RVDO', 'GR…']"
3074,"['totally', 'Fd', 'XOM', 'call', 'options', 'today', 'taking', 'profits', 'Resulted', 'larger', 'loss', 'like', 'Well', 'cant', 'win', '100', 'error', 'like', 'past']"
3075,"['SPY', 'SPX', 'Bull', 'tanking', 'Fibonacci', 'Bruh']"
3076,"['SPX', 'SPX', 'ESF', 'Dow', 'NQ', 'NQ', 'NDX', 'RUT', 'DAX', 'FTSE', 'ESF', 'QQQ', 'Dow', 'Kp', 'eye', 'retracement', 'possibly', '2740ish', 'SPX', 'imho']"
3077,"['RT', 'nopullbacks', 'didnt', 'take', 'profits', 'near', 'HOD', 'today', 'ESF', 'SPY', 'SPX', 'httpstcotdUSRODpYS']"
3078,"['RT', 'BKScripto', 'GDX', 'SPX', 'ratio', 'heading', '2016', 'highs', '2020', 'httpstco0PAcOzkVKS']"
3079,"['RT', 'jedimarkus77', 'SPX', 'cash', 'NEW', 'LOWS', 'RTH']"
3080,"['RT', 'kerberos007', 'SPX', 'chart', 'relative', 'VIX', '2008', '2009', 'Initial', 'SPX', 'shock', 'amp', 'limit', 'Turkey', '1001', 'day', 'VIX', 'spiked', 'a…']"
3081,"['One', 'funniest', 'truest', 'posts', 'ever', 'see', 'forex', 'stocks', 'gurus', 'daytrading', 'failarmy', 'daytrader', 'eurusd', 'gold', 'httpstcoxWT3yyGJ2H']"
3082,"['RT', 'JBHorne', 'markets', 'closed', 'tomorrow', 'GoodFriday', 'earnings', 'season', 'kicks', 'next', 'week', 'Financials', 'deck', 'JPM', 'WFC', 'BAC…']"
3083,"['Would', 'love', 'spx', 'breaker', 'hit', 'downside', 'close', 'long', 'weekend']"
3084,"['2Trillion', 'loansdebt', 'gets', '200', 'points', 'Dow', 'run', 'done', 'daytraders', 'swingtrader', 'StockMarket', 'stocks']"
3085,"['Undervalued', 'term', 'overly', 'used', 'environment', 'ONE', 'determine', 'value', 'right', 'Stocks', 'Equities', 'Bonds', 'investing', 'Investments']"
3086,"['RT', 'CalebGregory304', 'One', 'many', 'reasons', 'like', 'AAPL', 'stock', 'Apple', '3', 'year', 'average', 'dividend', 'increase', '778', 'payout', 'rat…']"
3087,"['23Trill', 'thrill', 'used', 'SPX', 'httpstcoCoxvoLsQPu']"
3088,"['RT', 'seeitmarket', 'NEW', 'Article', '“Is', 'Bear', 'Market', 'Rally', 'Almost', 'Over”', 'httpstcoGsz9bmE7dh', 'andrewnyquist', 'SPX']"
3089,"['RT', 'thechartlife', 'Similar', 'Nasdaq', 'chart', 'posted', 'yesterday', 'think', 'scenario', 'could', 'potentially', 'play', 'SampP', '500', 'we…']"
3090,"['httpstco9VjKMnpm7n', 'SelectEnergySES', 'Select', 'Energy', '50', '15', 'million', 'gain', '2992', 'million', 'marketCap', 'WTTR', 'represents', '16', '185', 'billion', 'NASDAQNYSE', 'oil', 'gas', 'equipment', 'industry', 'stockMarket', 'stocks', 'trading', 'market', 'investing', 'NASDAQ', 'NYSE', 'httpstcoyfzyRKuAIP']"
3091,"['XOM', 'sweepers', '130ish', 'nice', 'timing', 'puts', '45', 'expiring', 'today', '062', 'gt', '221', '262', 'httpstcoMQem58XJpB']"
3092,"['trades', 'Surprising', 'considering', 'movement', 'staring', 'zm', 'short', 'day', 'never', 'set', 'consistent', 'week', 'trading', 'excited', 'next', 'week', 'great', 'long', 'weekend', 'daytrading', 'stocks']"
3093,"['AYTU', 'Congressman', 'Buck', 'tweeting', 'Aytu', 'Bioscience', '500k', 'test', 'kits', 'per', 'week', '🚀🚀🚀🚀', 'APT', 'DECN', 'AMRN', 'TSLA', 'CYDY', 'MBRX', 'PACD', 'VAL', 'AMZN', 'CAPR', 'NIO', 'NBY', 'BIOL', 'AKER', 'EFC', 'NYMT', 'LK', 'PCTL', 'GPMT', 'XAN', 'CCL', 'CODX', 'CLSK', 'TOPS', 'NSPX', 'IMMU', 'MFA', 'GNMK', 'IBIO', 'TBLT', 'USWS', 'ICD', 'PSTI', 'httpstcovU17EFLIT4']"
3094,"['One', 'many', 'reasons', 'like', 'AAPL', 'stock', 'Apple', '3', 'year', 'average', 'dividend', 'increase', '778', 'payout', 'ratio', 'around', '25', 'Apple', 'able', 'comfortably', 'increase', 'dividends', 'years', 'come']"
3095,"['Dow', 'Jones', 'NASDAQ', '100', 'SampP', '500', 'Forecast', 'Earnings', 'Season', 'Like', 'None', 'httpstcoTxn8GfT2xE', 'via', 'PeterHanksFX']"
3096,"['LK', 'Nasdaq', 'Says', 'Luckin', 'Shares', 'Remain', 'Halted', 'Co', 'Satisfied', 'Exchange', 'Request', 'httpstcoaCfO23iJYQ', 'daytrade', 'daytrading', 'stocks', 'stockmarketnews', 'stockstowatch']"
3097,"['Top', 'Stocks', 'Beginner', 'Investors', 'Ready', 'Start', 'Investing', 'themotleyfool', 'stocks', 'AMZN', 'FB', 'GOOGL', 'GOOG', 'DIS', 'AWK', 'httpstcoCDNcQjYPoA']"
3098,"['RT', 'RedDogT3', 'think', 'jimcramer', 'u', 'might', 'bit', 'optimistic', 'May', '1st', 'wasn’t', 'day', 'get', 'excited', 'stocks', 'wit…']"
3099,"['PSMT', 'PriceSmart', 'Inc', 'PSMT', 'CEO', 'Sherry', 'Bahrambeygui', 'Q2', '2020', 'Results', 'Earnings', 'Call', 'Transcript', 'httpstcoAjKwvVj4p9', 'business', 'stocks', 'stockmarket']"
3100,"['US', 'Small', 'Business', 'emergency', 'loans', 'SVB', 'processed', '5K', 'applications', 'Tuesday', 'Chase', 'BofA', '625K', 'Wednesday', '400K', 'businesses', 'approved', '100B', 'loans', 'matter', 'days', 'nearly', '30', '350B', 'allocated', 'SP500', '10', 'week']"
3101,"['missing', 'something', 'absolutely', 'nonsensical', 'SampP500', 'higher', 'today', 'exactly', 'year', 'ago', 'investing', 'stonks', 'stocks', 'COVID', 'ThursdayMotivation', 'SPX']"
3102,"['RT', 'michaelmuscato', 'Fed', 'printing', 'money', 'like', 'toilet', 'paper', 'explains', 'American', 'people', 'cant', 'find', 'financial', 'disa…']"
3103,"['RT', 'jedimarkus77', 'SPX', 'cash', 'NEW', 'LOWS', 'RTH']"
3104,"['occurred', '2', 'uve', 'read', 'abt', '20082009', 'debt', 'crisis', 'Fed', 'afraid', 'crossing', 'line', 'making', 'loans', 'without', 'solid', 'assurances', 'sound', 'collateral', 'basically', 'saying', 'Fck', 'debt', 'well', 'guarantee', 'SPX', 'NDX', 'IWM']"
3105,"['first', 'informative', 'App', 'Pivot', 'Points', 'Stock', 'CAT', 'Last', 'close', '20200408', '1274', 'PIVOT', 'POINT', 'R1', '13004', 'R2', '13267', 'L1', '12291', 'L2', '11841', 'Download', 'free', 'httpstcolMYn5Ai2WY', 'tradingview', 'stocks', 'stockstowatch']"
3106,"['Investor', 'sentiment', 'held', 'relatively', 'well', 'coronavirus', 'outbreak', 'latest', 'bullbear', 'spread', 'even', '2019’s', 'lowest', 'levels', 'stocks', 'markets', 'economy', 'investing', 'financialservices', 'httpstcoQVRhTAUBzp']"
3107,"['still', 'looking', 'someone', 'else', 'beat', 'performances', 'Try', 'free', '7', 'days', 'httpstco7sAfbFrPQS', 'CAT', 'Signal', 'BUY', 'Since', '20200406', 'performance', '579', 'httpstcoLAHIu1dr1e', 'trading', 'stocks', 'stockstowatch', 'stockstotrade', 'SPX', 'httpstcowvRp6Uz4fZ']"
3108,"['spx', 'oil', 'driving', '2724', 'play']"
3109,"['Investor', 'Ideas', 'AIEYE', 'Episode', '328', 'IBM', 'NYSE', 'IBM', 'Services', 'Selected', 'Prysmian', 'Infrastructure', 'Acceleration', 'Intel', 'NasdaqGS', 'INTC', 'Georgia', 'Tech', 'Selected', 'DARPA', 'GARD', 'Program', 'httpstcofuPIwRsDs3', 'httpstcoqfZUuuWWL1']"
3110,"['Weekly', 'sup', '2260s', 'incld', 'every', '845am', 'email', 'wk', 'LOD', '2257', '230pm', 'Live', 'gt', '2233', 'WTI', 'OIL', 'FUTURES', 'CLF', 'CL', 'CLF', 'CL', 'BDO', 'ES', 'DVN', 'OPEC', 'APA', 'APC', 'CRUDE', 'UCO', 'SPX', 'RIG', 'USO', 'fintwit', 'Energy', 'Trading', 'SPY', 'ESF', 'ESF', 'ES', 'NQF', 'NQ', 'XLE', 'DayTrading', 'CRUDEOIL', 'httpstco3agc8gbGD5']"
3111,"['RT', 'TimmerFidelity', 'Check', 'reaching', '700', 'bps', 'equity', 'risk', 'premium', 'coming', 'SPX', 'moves', 'According', 'di…']"
3112,"['didnt', 'take', 'profits', 'near', 'HOD', 'today', 'ESF', 'SPY', 'SPX', 'httpstcotdUSRODpYS']"
3113,"['Massive', 'debt', 'America', 'blame', 'Wall', 'street', 'caused', 'debt', '100', 'fake', 'control', 'Washington', 'DC', 'cspanwj', 'realDonaldTrump', 'dow', 'stocks', 'WallStreet', 'COVD19', 'Facebook', 'news', 'market', 'BREAKING', 'dowfutures', 'FoxNews']"
3114,"['SPY', 'SPX', 'Thanks']"
3115,"['RT', 'Lakshmi888', 'SPX', 'SPX', 'ESF', 'Dow', 'NQ', 'NQ', 'NDX', 'RUT', 'DAX', 'FTSE', 'ESF', 'QQQ', 'Dow', 'Im', 'saying', 'whilst', 'drop', 'contin…']"
3116,"['RT', 'Lakshmi888', 'SPX', 'SPX', 'ESF', 'Dow', 'NQ', 'NQ', 'NDX', 'RUT', 'DAX', 'FTSE', 'ESF', 'QQQ', 'Dow', 'Im', 'saying', 'whilst', 'drop', 'contin…']"
3117,"['RT', 'michaelmuscato', 'Fed', 'printing', 'money', 'like', 'toilet', 'paper', 'explains', 'American', 'people', 'cant', 'find', 'financial', 'disa…']"
3118,"['lets', 'go', 'fuckers', 'SMH', 'SPX']"
3119,"['SPX', 'Long', 'tail', 'possible', 'Doji', 'printing', '50', 'EMA', '50', 'Retracement', 'Resistance', 'areas', 'afternoon', 'httpstcodPwbud7a2J']"
3120,"['RT', 'RedDogT3', 'think', 'jimcramer', 'u', 'might', 'bit', 'optimistic', 'May', '1st', 'wasn’t', 'day', 'get', 'excited', 'stocks', 'wit…']"
3121,"['want', 'get', 'America', 'back', 'Trump', 'needs', 'shut', 'fake', 'stock', 'market', 'execute', 'work', 'fake', 'stock', 'market', 'doesnt', 'country', 'Yes', 'wall', 'street', 'corrupt', 'cspanwj', 'realDonaldTrump', 'Facebook', 'COVD19', 'WallStreet', 'stocks', 'dow']"
3122,"['RT', 'KimbleCharting', 'SampP', 'repeating', '2000', 'amp', '2007', 'patterns', 'almost', 'exactly', 'far', 'first', 'countertrend', 'rally', 'coming', 'right', 'schedule…']"
3123,"['SPY', 'SPX', 'JPM', 'JPM', 'client', 'conversations', 'continue', 'detect', 'widespread', 'skepticism', 'bearish', 'sentiment', 'among', 'equity', 'investors', 'result', 'recovery', 'equity', 'markets', 'causing', 'lot', 'frustration', 'among', 'predominantly', 'bearish', 'investors']"
3124,"['CYDY', 'AVXL', 'NWBO', 'GILD', 'BIIB', 'AMRN', 'ACST', 'CytoDyn', 'Inc', 'OTCMKTSCYDY', 'Buy', 'news', 'biotech', 'coronavirus', 'hiv', 'aids', 'pharma', 'stocks', 'pennystocks', 'httpstcov7Y7mKQWBC']"
3125,"['SPX', 'SPX', 'ESF', 'Dow', 'NQ', 'NQ', 'NDX', 'RUT', 'DAX', 'FTSE', 'ESF', 'QQQ', 'Dow', 'Im', 'saying', 'whilst', 'drop', 'continues', 'im', 'keeping', 'eye', 'zone', 'may', 'drop', 'us', 'today', 'gap', 'us', 'open', 'next', 'session', 'thinking', 'aloud', 'httpstcoDXfTaAVnwE']"
3126,"['SPX', 'cash', 'NEW', 'LOWS', 'RTH']"
3127,"['Insperity', 'NSP', 'Coverage', 'Initiated', 'Piper', 'Sandler', 'httpstcoLGPaqCCDXL', 'stocks']"
3128,"['Lam', 'Research', 'LRCX', 'Research', 'Coverage', 'Started', 'Exane', 'BNP', 'Paribas', 'httpstcokKvRNzoRsF', 'stocks']"
3129,"['Insider', 'Buying', 'Myovant', 'Sciences', 'Ltd', 'MYOV', 'Major', 'Shareholder', 'Acquires', '140000', 'Shares', 'Stock', 'httpstco2NB6mETN4s', 'stocks']"
3130,"['Qiagen', 'QGEN', 'Updates', 'Q1', 'Earnings', 'Guidance', 'httpstcoZgyjiSqFpF', 'stocks']"
3131,"['Check', 'reaching', '700', 'bps', 'equity', 'risk', 'premium', 'coming', 'SPX', 'moves', 'According', 'discounted', 'cash', 'flow', 'model', 'even', '40', 'dividend', 'market', 'fair', 'value', 'around', '2500', 'SP500', 'stockmarket', 'earnings', 'httpstcoK4WBGVvJfV']"
3132,"['AdamMancini4', 'Dropping', 'thru', '2780', 'right', 'SPX']"
3133,"['greatmartis', 'spx']"
3134,"['American', 'people', 'first', 'world', 'take', 'country', 'back', 'hide', 'scared', 'like', 'CNN', 'MSNBC', 'Cspan', 'wants', 'us', 'cspanwj', 'realDonaldTrump', 'exposecnn', 'news', 'market', 'BREAKING', 'Facebook', 'COVD19', 'dowfutures', 'WallStreet', 'stocks', 'dow']"
3135,"['JPM', 'WFC', 'let’s', 'see', 'guidance', 'come', 'Monday', 'millions', 'people', 'stopped', 'making', 'CC', 'loan', 'payments', 'last', 'weeks']"
3136,"['FREE', 'MARKET', 'TODAY', 'Two', 'traders', 'walk', 'bar', 'Buyer', 'got', 'stuff', 'Seller', 'Yes', 'got', 'money', 'Buyer', 'Yes', 'FED', 'butts', 'Seller', 'pay', '2', 'months', 'don’t', 'sell', 'guy', 'say', 'DJI', 'SPY', 'trading', 'investing', 'stocks', 'StockMarket']"
3137,"['INTC', '2060s', 'issued', '32020', '145', 'ask', 'right', 'Equity', 'returns', 'IG', 'land', 'folks', 'ThanksFed']"
3138,"['RT', 'RedDogT3', 'think', 'jimcramer', 'u', 'might', 'bit', 'optimistic', 'May', '1st', 'wasn’t', 'day', 'get', 'excited', 'stocks', 'wit…']"
3139,"['CNNPolitics', 'Stop', 'blaming', 'Congress', 'Fed', 'Im', 'safety', 'nets', 'able', 'feed', 'lowincome', 'children', 'family', 'local', 'state', 'chronic', 'problem', 'solve', 'something', 'push', 'Fed', 'govt', 'thats', 'debt', 'lacks', 'leadership', 'budget']"
3140,"['think', 'jimcramer', 'u', 'might', 'bit', 'optimistic', 'May', '1st', 'wasn’t', 'day', 'get', 'excited', 'stocks', 'spx', '25', 'lows', 'IMHOP']"
3141,"['gonna', 'show', 'yall', 'portfolio', 'made', 'huge', 'shift', 'portfolio', 'amp', 'purchased', 'large', 'shares', 'CVX', 'XOM', 'want', 'trade', 'something', 'daily', 'it’s', 'SDOW', 'SPY', 'don’t', 'believe', 'riding', 'short', 'term', 'waves', 'try', 'catch', 'wave', 'you’re', 'likely', 'lose', 'long', 'run']"
3142,"['RT', 'RedDogT3', 'schools', 'staying', 'closed', 'rest', 'year', 'business', 'open', 'May', 'June', 'stays', 'home', 'th…']"
3143,"['PFE', 'potential', 'runner', 'close', 'G20', 'meeting', 'could', 'give', 'positive', 'general', 'news', 'tomorrow', 'PFE', 'could', 'well', '40', 'next', 'week', 'could', 'easily', 'trade', 'mid', '40s', 'next', 'week', 'httpstcoV3AJQnRKxz']"
3144,"['RT', 'ShellyKramer', 'Thinking', 'CDP', 'check', 'FuturumResearch', 'FuturumPodcast', 'interview', 'MSFTDynamics365', 'satishthomas…']"
3145,"['Daily', 'timeframe', 'SuperTrend', 'intraday', 'chart', 'httpstcoIlEh1Vf8pZ', 'prorealtime', 'trading', 'markets', 'stockmarket', 'trader', 'stocks', 'investing', 'money', 'forex', 'bitcoin', 'cryptocurrency', 'finance', 'prorealtime']"
3146,"['SPX500', 'sell', '2788', 'stop', '2799']"
3147,"['RT', 'MrMBrown', 'interesting', 'see', 'SampP', 'closes', 'tonight', 'chopping', 'around', '50', 'retracement', 'March', 'fall', '2792…']"
3148,"['RT', 'michaelmuscato', 'Fed', 'printing', 'money', 'like', 'toilet', 'paper', 'explains', 'American', 'people', 'cant', 'find', 'financial', 'disa…']"
3149,"['BSGM', 'base', 'business', 'worth', '23xs', 'recent', 'price', 'guys', 'BioSigTech', 'Boards', 'Yucaipa', 'Gravitas', 'NASDAQ', 'developed', 'lose', 'structure', 'getting', 'COVID', 'drug', '2', 'millMayo', 'put', 'top', 'que', 'amp', 'invest', 'insub', 'raise', '25mil', 'httpstcomQMagnGJ6A', 'MRK', 'GILD']"
3150,"['updates', 'SPY', 'trades', 'comments', 'SPX', '247', 'PM', 'httpstcov6r6FoiQUI']"
3151,"['tanthallas', 'AaronGreenspan', 'Market', 'opinion', 'gt', 'opinion', 'FB', 'make', 'big', 'fat', '0', 'revenue', 'eager', 'greater', 'fools', 'thats', 'matters']"
3152,"['want', 'know', 'wall', 'street', 'bailed', 'American', 'people', 'Never', 'Wall', 'street', 'always', 'needs', 'everyone', 'worse', 'virus', 'cspanwj', 'realDonaldTrump', 'dow', 'stocks', 'WallStreet', 'dowfutures', 'COVD19', 'Facebook', 'BREAKING', 'market', 'news']"
3153,"['updates', 'SPY', 'trades', 'comments', 'SPX', '244', 'PM', 'httpstcov6r6FoiQUI']"
3154,"['SPX', 'amp', 'BTC', 'following', 'trend', 'perfectly', 'httpstcot0c6MbrNOc']"
3155,"['RT', 'JohnRossGuru', 'Always', 'open', 'know', 'stocks', 'youd', 'like', 'run', 'tea', 'leaves', 'shortterm', 'technical', 'analysis', 'Leave…']"
3156,"['RT', 'michaelmuscato', 'Fed', 'printing', 'money', 'like', 'toilet', 'paper', 'explains', 'American', 'people', 'cant', 'find', 'financial', 'disa…']"
3157,"['FAANG', 'stock', 'nation', 'stand', '🆙', 'ChartMaster', 'BenWatsonTDA', 'analyzes', 'FB', 'AMZN', 'GOOGL', 'httpstcoAKfkselyQV']"
3158,"['AAPL', 'Holding', 'SPY', 'holding', 'well', 'result', 'imo']"
3159,"['youre', 'put', 'seller', 'emini', 'SPX', 'SPY', 'might', 'interesting', 'time', 'explore', 'cash', 'secured', 'put', 'sales', 'youre', 'willing', 'pick', 'underlying', 'levels', 'even', 'volatility', 'come', 'dont', 'lik', 'httpstcolv78kK7IvF']"
3160,"['nopullbacks', 'Teppy', 'sees', 'month', 'end', 'chaos', 'might', 'imagine', 'Look', 'bid', 'bonds', 'SPX', 'care', '20', 'WTI', 'amp', 'near', 'bond', 'ATHs', 'IDK']"
3161,"['RT', 'TCMLLC', '313', 'CLOSE', 'SPX', 'COMP', 'logical', 'pullbacks', 'could', 'find', 'support', 'levels', '382', 'line…']"
3162,"['Trump', 'forget', 'stimulus', 'money', 'dont', 'want', 'debt', 'want', 'country', 'back', 'took', 'everything', 'away', 'American', 'people', 'Shut', '5G', 'dont', 'anything', 'else', 'cspanwj', 'realDonaldTrump', 'news', 'facebook', 'CoronaCrisis', 'WallStreet', 'stocks', 'dow', 'Trump', 'NASDAQ']"
3163,"['XOM', 'close', '47', 'tomorrow']"
3164,"['RT', 'RedDogT3', 'schools', 'staying', 'closed', 'rest', 'year', 'business', 'open', 'May', 'June', 'stays', 'home', 'th…']"
3165,"['httpstco9VjKMnpm7n', 'Axos', 'Financial', '70', '794', 'million', 'gain', 'AX', 'made', 'notable', 'gains', '7', 'last', '23', 'trading', 'sessions', 'stockMarket', 'stocks', 'trading', 'market', 'investing', 'NASDAQ', 'NYSE', 'finance', 'savings', 'httpstcoh1WOfIUOCu']"
3166,"['SPX', '2800', 'straddle', 'expiring', 'hour', '3000']"
3167,"['RT', 'JamieSaettele', 'per', 'volume', 'reversal', 'logic', 'first', '4', 'hour', 'bearish', 'reversal', 'since', '213', 'bullish', 'ones', '228', '3…']"
3168,"['ETFs', 'use', 'short', 'positions', 'derivatives', 'order', 'hedge', 'downside', 'risk', 'performed', 'well', 'bear', 'market', 'Assets', 'management', 'risen', 'much', '50', 'yeartodate', 'stocks', 'markets', 'economy', 'investing', 'financialservices', 'SWAN', 'BTAL', 'TAIL', 'httpstcoNiTB1qHf5v']"
3169,"['RT', 'SumitResearch', 'stocks', 'Companies', 'Cash', 'Reserve', 'Mcap', 'Companies', 'seen', 'good', 'correction', 'YTD', 'Major', 'a…']"
3170,"['Investor', 'Ideas', 'Updating', 'Coronavirus', 'COVID19', 'stocks', 'section', 'biotech', 'directory', 'httpswwwinvestorideasVomBISstocklistasp', 'httpstcoiZA1AQFunW']"
3171,"['first', 'informative', 'App', 'Pivot', 'Points', 'Stock', 'CAH', 'Last', 'close', '20200408', '494', 'PIVOT', 'POINT', 'R1', '5035', 'R2', '5131', 'L1', '4791', 'L2', '4643', 'Download', 'free', 'httpstcolMYn5Ai2WY', 'tradingview', 'stocks', 'stockstowatch']"
3172,"['CAH', 'Signal', 'BUY', 'Since', '20200406', 'performance', '01', 'httpstcow47TgxUV9y', 'trading', 'stocks', 'stockstowatch', 'stockstotrade', 'SPX', 'httpstcoomN1JLioCi']"
3173,"['relative', 'performance', 'TIPS', 'historically', 'highly', 'correlated', 'oil', 'prices', 'oil', 'prices', 'head', 'back', 'flood', 'Fed', 'stimulus', 'results', 'bigger', 'spending', 'TIPS', 'could', 'good', 'value', 'stocks', 'markets', 'economy', 'investing', 'financialservices', 'httpstcokEcY6xSFav']"
3174,"['RT', 'AdamMancini4', 'Critical', 'hours', 'coming', 'SPX', 'made', '2780', 'zone', 'ive', 'called', 'week', 'overshot', 'this…']"
3175,"['michaeljburry', 'investment', 'strategy', 'Shorting', 'sp500', 'Thanks', 'response']"
3176,"['RT', 'sssvenky', 'Next', 'weeks', 'potential', 'plays', 'TSLA', 'ZM', 'DOCU', 'TDOC', 'CLX', 'Potential', 'pinning', 'plays', 'interest', 'MSFT', 'NKE', 'AMZN', 'HD', 'revie…']"
3177,"['RT', 'lhamtil', 'Currently', 'SPX', '28', '323', 'low', 'Thats', 'bigger', 'rally', 'single', 'bear', 'market', 'rally', 'either', '20002002', 'or…']"
3178,"['pfizernews', 'BioNTechGroup', 'Say', 'mRNA', 'COVID19', 'Vaccine', 'Trials', 'May', 'Start', 'Month', 'frankvinluan', 'httpstcoCe0N84OL7o', 'coronavirus', 'PFE', 'BNTX']"
3179,"['Wall', 'Street', 'analyst', 'calls', 'work', 'home', 'tech', 'toilet', 'paper', 'spending', 'COVID19', 'crisis', 'says', 'Microsoft', 'Citrix', 'VMware', 'Dropbox', 'could', 'benefit', 'msft', 'vmw', 'ctxs', 'businessinsider', 'BIPrime', 'httpstcozkIVcfOkiA']"
3180,"['Update', 'Midday', 'new', 'top', 'suggestions', 'BAC', 'CSCO', 'AMT', 'SHW', 'TXN', 'selling', 'short', 'information', 'sell', 'price', 'range', 'charts', 'expected', 'sell', 'returns', 'option', 'prices', 'given', 'Midday', 'video', '492020', 'onl', 'httpstcodAnFabfKWV']"
3181,"['took', 'DIS', '103', 'puts', 'next', 'week', '245', 'stops', '2']"
3182,"['Still', 'skeptical', 'SPX', 'view', 'bearmarket', 'rally', 'proven', 'otherwise', 'High', 'vol', 'lack', 'trend', 'confirmation', 'market', 'metrics', 'still', 'indicate', 'patience', 'caution', 'key', 'Nonetheless', 'prepared', 'skepticism', 'proven', 'wrong', 'act', 'accordingly', 'httpstcopp9fW3JRe9']"
3183,"['sp500', 'hovering', 'around', 'Feb2019', 'levels']"
3184,"['SPY', 'SPX', 'DONE', 'Great', 'Weekend', 'httpstcoUQj0izeJYr', 'httpstcoFesyBeXtjx']"
3185,"['Retail', 'investors', 'net', 'BUYERS', 'March', 'according', 'TDAs', 'IMX', 'index', 'fell', '7yr', 'low', 'bc', 'IMX', 'volweights', 'holdings', 'retail', 'accounts', 'bought', 'lower', 'relative', 'vol', 'stocks', 'popular', 'net', 'buys', 'DIS', 'BA', 'DAL', 'AAL', 'MSFT', 'AAPL', 'XOM', 'CCL', 'sentimentcheck', 'httpstcobvCl8twYiY']"
